ts,rate,interval_hours,pctile,decile,fwd_ret_8h,fwd_ret_24h,fwd_ret_72h
1703750400000,0.00037879,8.0,98.88888888888889,9,-0.015198457179060543,-0.017284792956122064,-0.011719683730990305
1703779200000,0.00050152,8.0,100.0,9,0.004748438788735765,-0.002163308589607671,0.0019347236950630897
1703808000001,0.0005517,8.0,100.0,9,-0.00683451971902016,-0.012873946032155636,-0.007144113611576852
1703836800000,0.00049912,8.0,99.25925925925925,9,-4.486941818537815e-05,-0.008395304297309503,0.004385395240535717
1703865600000,0.00047082,8.0,98.88888888888889,9,-0.006036388369324963,0.0029402595930396735,0.011687827089119418
1703894400001,0.00033033,8.0,97.03703703703704,9,-0.002328476796015888,0.0027347722369532868,0.050986513842556924
1703923200000,0.0004358,8.0,98.51851851851852,9,0.011386152761636126,0.014177320098310187,0.08433755025053835
1703952000000,0.00037842,8.0,96.66666666666667,9,-0.006240036545421601,0.0011632370012975013,0.06666478288204924
1703980800000,0.00027855,8.0,92.96296296296296,9,0.00905629260687113,0.003061415501851794,0.06712129792643617
1704009600001,0.00034573,8.0,96.29629629629629,9,-0.0015921136365237842,-0.0012704033589370223,0.05813093373472755
1704038400000,0.00033597,8.0,95.92592592592592,9,-0.0043558944518793385,0.0075499034506116836,0.011028503825519564
1704067200000,0.00037409,8.0,96.29629629629629,9,0.00469858428277492,0.04492120599358862,0.011490152816197696
1704096000000,0.00027213,8.0,90.74074074074075,9,0.007225351980211903,0.07053946786799203,0.007742624168837642
1704124800000,0.00033601,8.0,95.55555555555556,9,0.03257380696155998,0.05744185666497814,0.029711868640299288
1704153600000,0.00065846,8.0,100.0,9,0.029330710886545264,0.018128793787514086,-0.001426520623509342
1704182400000,0.00035179,8.0,95.55555555555556,9,-0.005097636989385146,-0.010333641548926131,-0.03863530042235053
1704211200000,0.0005373,8.0,99.25925925925925,9,-0.0058147235688362775,-0.05105654012909844,-0.03865886072037239
1704240000000,0.00021159,8.0,86.66666666666667,8,0.0005551188620507297,-0.04923016116210799,-0.02014193279064913
1704268800000,0.00017123,8.0,82.5925925925926,8,-0.046035987252665334,-0.04883001482454663,-0.031499942299668904
1704297600000,0.0001,8.0,21.11111111111111,2,-0.0039012701809890693,0.026168985251012078,0.020564835062578446
1704326400000,0.0001,8.0,20.74074074074074,2,0.0009762181123491587,0.03157761984945684,0.02665215573714974
1704355200000,0.0001,8.0,20.37037037037037,2,0.029183319684275233,0.021271532264273807,0.02835037715730948
1704384000000,0.0001,8.0,20.0,1,0.0013488729543038591,-0.012770086305199047,-0.0008229258527938654
1704412800001,0.0001,8.0,19.62962962962963,1,-0.009024142864904938,-0.0009531269809646137,-0.006493036060348123
1704441600000,0.0001,8.0,19.25925925925926,1,-0.005122019199576111,-0.0029882252957383892,0.004203619682078497
1704470400000,0.0001,8.0,18.88888888888889,1,0.013334833607363095,0.007403393068734054,0.0344037329267286
1704499200000,0.0001,8.0,18.51851851851852,1,-0.011042800198512115,-0.0038252096727043883,0.06440764770000196
1704528000000,0.0001,8.0,18.14814814814815,1,0.0052473591347586,0.009949359547214653,0.07256708141426649
1704556800000,0.0001,8.0,17.77777777777778,1,0.002040118532026458,0.0046637793480737155,0.0684887166628676
