ts,leg,net_bp,year
1706918400000,bottom,-63.298497889357364,2024
1706947200000,bottom,-68.77237409670988,2024
1706976000001,bottom,-61.75290019435108,2024
1707004800000,bottom,-108.75717310869602,2024
1707033600004,bottom,53.060186049987536,2024
1707062400000,bottom,-77.92545136866713,2024
1707091200000,bottom,15.507256999750098,2024
1707120000000,bottom,-52.50805094482879,2024
1707148800000,bottom,125.10707000605038,2024
1707177600000,bottom,76.62715207278416,2024
1707206400001,bottom,-9.779055721127904,2024
1707235200000,bottom,-63.46362377121427,2024
1707264000000,bottom,286.1511201695517,2024
1707292800000,bottom,369.5940286815398,2024
1707321600000,bottom,545.0053451080635,2024
1707350400000,bottom,196.81194375643486,2024
1707379200000,bottom,360.9466735523277,2024
1707408000000,bottom,356.72414901156316,2024
1707436800000,bottom,386.4264269964497,2024
1707465600000,bottom,192.35446221235253,2024
1707494400001,bottom,18.677867477568512,2024
1707523200001,bottom,96.24696932119937,2024
1707552000000,bottom,198.38157437171833,2024
1707580800000,bottom,162.2396571979141,2024
1707609600000,bottom,96.47560827530889,2024
1707638400001,bottom,3.338579897629991,2024
1707667200000,bottom,345.14429930837156,2024
1707696000000,bottom,329.852950372614,2024
1707724800000,bottom,352.01066002160286,2024
1707753600000,bottom,-234.49892366219348,2024
1707782400000,bottom,-72.33308310562613,2024
1707811200000,bottom,-40.79903523473137,2024
1707840000000,bottom,579.0360535587287,2024
1707868800000,bottom,417.688718585832,2024
1707897600000,bottom,369.0527915809401,2024
1707955200000,bottom,4.375895149302934,2024
1707984000000,bottom,-16.56865850361221,2024
1708012800000,bottom,-30.870218581862552,2024
1708041600000,bottom,35.574006496835295,2024
1708070400000,bottom,14.668185075930719,2024
1708099200000,bottom,-194.9917259824201,2024
1708128000000,bottom,-102.42109299360578,2024
1708156800000,bottom,-50.195102970155716,2024
1708473600000,bottom,-98.16327139309065,2024
1708531200000,bottom,76.07881652038252,2024
1708560000001,bottom,-118.94162838862064,2024
1708646400000,bottom,-118.53830700552835,2024
1708675200000,bottom,20.37734982242091,2024
1708732800000,bottom,143.98158489614744,2024
1708761600001,bottom,107.6954815588589,2024
1708790400000,bottom,72.78096609360475,2024
1708992000000,top,-475.0900291481057,2024
1709020800000,top,-389.31767019920005,2024
1709136000000,top,-310.5630114566276,2024
1709164800000,top,175.11064678050704,2024
1709193600000,top,199.36148221032357,2024
1709222400000,top,221.328713123093,2024
1709251200000,top,-209.80771088741676,2024
1709280000000,top,-114.94552032901217,2024
1709308800000,top,-77.37139741012354,2024
1709337600000,top,56.04491454072226,2024
1709366400001,top,49.154743606870234,2024
1709395200000,top,-79.75456804182478,2024
1709424000000,top,-208.111218216344,2024
1709452800000,top,-396.696612470077,2024
1709481600000,top,-711.8609067081476,2024
1709510400000,top,-802.430886389797,2024
1709539200000,top,-383.8388010152742,2024
1709568000000,top,-90.82150641656449,2024
1709596800000,top,628.0927815861477,2024
1709625600000,top,-59.13205639701701,2024
1709654400000,top,56.74997055811494,2024
1709740800000,top,-135.9847252603712,2024
1709827200000,top,-73.77525690011198,2024
1709913600000,top,-92.05703737124637,2024
1710057600000,top,-308.72538327403265,2024
1710086400000,top,-420.22971159811175,2024
1710144000000,top,-117.7282588171129,2024
1710172800000,top,17.74880456739082,2024
1710259200000,top,-114.41766516410976,2024
1710316800001,top,-62.87845320518336,2024
1710547200000,bottom,-575.8025997929366,2024
1710950400000,bottom,450.42435748491164,2024
1711094400000,bottom,-243.81166764025173,2024
1711152000000,bottom,37.03449574215713,2024
